"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Death Certificate Only"
"6165","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","287","0","0","0","0","1","38","0"
"6166","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","351","0","0","0","1","0","22","0"
"6167","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","480","0","0","0","1","3","145","0"
"6168","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","605","0","0","0","0","3","110","0"
"6169","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","307","0","0","0","0","2","43","0"
"6170","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","377","1","0","0","0","3","35","0"
"6171","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","1118","1","0","0","2","4","318","0"
"6172","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","997","3","0","0","2","5","411","0"
"6173","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","542","8","1","0","3","23","328","0"
"6174","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","466","5","2","2","2","26","440","0"
"6175","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","1516","1","1","0","2","5","426","0"
"6176","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","1354","1","2","2","0","11","521","0"
"6177","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","1424","1","0","0","5","7","227","0"
"6178","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","1232","3","0","0","2","6","377","0"
"6179","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","1189","4","3","0","2","5","293","0"
"6180","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","1137","2","1","1","1","5","327","0"
"6181","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","1190","1","0","0","0","5","826","0"
"6182","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","1090","0","0","2","2","15","894","0"
"6183","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","1066","0","1","0","3","7","290","0"
"6184","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","928","2","1","0","0","7","335","0"
"6185","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","1302","0","0","1","1","2","288","0"
"6186","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","1486","1","1","0","0","7","336","0"
"6187","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","626","3","1","0","2","13","279","0"
"6188","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","737","4","2","0","1","15","267","0"
"6189","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","1640","3","0","0","1","5","403","0"
"6190","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","2108","1","0","3","0","3","503","0"
"6191","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","1538","3","0","0","1","1","237","0"
"6192","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","1949","1","0","0","2","6","303","0"
"6193","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","1332","0","3","0","0","2","242","0"
"6194","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","1557","2","6","0","2","1","275","0"
"6195","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","1471","1","0","0","2","10","729","0"
"6196","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","1768","2","3","1","0","16","716","0"
"6197","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","1340","0","0","1","0","2","262","0"
"6198","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","1487","0","0","0","0","12","246","0"
"6199","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","1812","1","0","1","3","8","303","0"
"6200","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","2358","1","3","1","2","6","255","0"
"6201","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","951","4","0","1","3","20","255","0"
"6202","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","1170","9","0","0","5","23","231","0"
"6203","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","2487","2","1","1","0","8","431","0"
"6204","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","3184","3","1","0","3","4","430","0"
"6205","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","2149","3","0","0","1","4","231","0"
"6206","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","2637","2","0","0","0","4","240","0"
"6207","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","1870","0","2","1","1","1","232","0"
"6208","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","2152","2","3","0","0","0","238","0"
"6209","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","2239","1","1","0","3","12","786","0"
"6210","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","2876","3","0","0","0","11","734","0"
"6211","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","1717","1","0","0","2","4","273","0"
"6212","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","2182","0","1","0","1","5","219","0"
"6213","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","1841","0","0","0","7","5","243","0"
"6214","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","2060","0","0","0","9","3","167","0"
"6215","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","1131","5","2","1","0","23","256","1"
"6216","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","1210","4","1","0","0","23","168","0"
"6217","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","2282","7","0","0","3","2","347","0"
"6218","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","2456","2","0","0","0","4","238","0"
"6219","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","1974","5","0","0","0","1","197","0"
"6220","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","2063","1","0","0","0","0","147","0"
"6221","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","1611","0","1","2","1","3","192","0"
"6222","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","1648","0","2","1","4","4","141","0"
"6223","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","2440","2","3","0","1","14","677","1"
"6224","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","2600","4","2","0","2","8","499","0"
"6225","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","1747","0","1","1","0","1","193","0"
"6226","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","1781","0","1","0","0","2","156","0"
"6227","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","545","0","0","0","0","6","233","0"
"6228","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","509","1","1","0","2","4","258","0"
"6229","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","305","3","1","1","0","10","332","0"
"6230","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","250","1","0","0","1","14","306","0"
"6231","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","741","1","0","0","0","7","310","0"
"6232","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","626","1","0","0","0","2","332","0"
"6233","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","748","0","0","0","1","2","227","0"
"6234","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","578","0","0","0","0","4","206","0"
"6235","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","786","0","0","0","0","2","285","0"
"6236","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","526","0","1","0","1","2","265","0"
"6237","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","611","2","1","0","0","7","579","0"
"6238","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","508","2","0","0","0","7","549","0"
"6239","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","523","0","0","0","2","4","174","0"
"6240","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","498","0","0","0","0","0","234","0"
"6241","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","416","0","0","0","0","2","142","0"
"6242","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","719","0","1","1","1","1","235","0"
"6243","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","192","0","1","0","0","5","114","0"
"6244","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","354","2","1","0","1","7","153","0"
"6245","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","481","1","1","0","1","1","159","0"
"6246","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","904","1","2","0","2","4","273","0"
"6247","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","407","0","0","0","0","0","110","0"
"6248","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","691","1","2","0","0","2","173","0"
"6249","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","388","0","1","0","0","0","126","0"
"6250","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","684","1","2","1","0","3","204","0"
"6251","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","496","1","0","0","1","4","362","0"
"6252","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","926","0","0","1","0","7","515","0"
"6253","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","456","1","0","0","1","1","122","0"
"6254","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","779","0","0","0","1","1","216","0"
"6255","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","379","2","0","0","0","0","83","0"
"6256","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","931","0","0","0","3","6","153","0"
"6257","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","209","2","2","2","0","5","76","0"
"6258","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","465","2","2","0","0","12","119","0"
"6259","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","493","1","0","0","0","2","107","0"
"6260","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","1156","2","1","0","2","2","186","0"
"6261","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","385","1","0","0","0","1","59","0"
"6262","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","872","0","0","0","0","4","119","0"
"6263","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","363","0","1","0","0","1","74","0"
"6264","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","907","0","1","0","0","0","140","0"
"6265","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","518","0","0","0","0","1","264","0"
"6266","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","1242","1","1","0","1","5","431","0"
"6267","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","428","0","1","0","0","4","75","0"
"6268","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","982","1","1","0","0","1","167","0"
"6269","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","248","0","1","0","0","0","46","0"
"6270","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","602","0","0","0","3","4","86","0"
"6271","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Female","All","168","0","0","0","0","5","49","0"
"6272","Skin tumours","2014-2016","Skin cancer","Age 25+","London","Male","All","354","0","0","0","0","2","63","0"
"6273","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","287","1","0","0","1","0","43","0"
"6274","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","659","1","0","0","1","1","95","0"
"6275","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Female","All","199","0","0","0","0","1","38","0"
"6276","Skin tumours","2014-2016","Skin cancer","Age 25+","North East and Yorkshire","Male","All","502","0","0","0","0","2","55","0"
"6277","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Female","All","203","0","0","0","0","0","31","0"
"6278","Skin tumours","2014-2016","Skin cancer","Age 25+","North West","Male","All","448","2","0","0","1","0","54","0"
"6279","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Female","All","330","0","2","0","0","2","106","0"
"6280","Skin tumours","2014-2016","Skin cancer","Age 25+","South East","Male","All","867","1","0","0","2","3","216","0"
"6281","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Female","All","282","0","1","0","0","0","34","0"
"6282","Skin tumours","2014-2016","Skin cancer","Age 25+","South West","Male","All","580","0","0","0","0","0","74","0"
"6283","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Female","All","216","0","1","0","0","1","101","0"
"6284","Skin tumours","2014-2016","Skin cancer","Age 25+","East of England","Male","All","195","0","0","0","0","3","124","0"
"6285","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Female","All","275","0","2","0","1","0","121","0"
"6286","Skin tumours","2014-2016","Skin cancer","Age 25+","Midlands","Male","All","227","0","2","0","0","3","126","0"
